Passage,NewID,WordNoPunctuation,WordWithPunctuation,WordClass,PartOfSpeech
30,30Aw06,evolved,evolved,Content,VERB
30,30Aw07,the,the,Function,DET
30,30Aw08,capacity,capacity,Content,NOUN
30,30Aw09,to,to,Function,PART
30,30Aw10,empathize,empathize.,Content,VERB
30,30Bw01,And,And,Function,CCONJ
30,30Bw02,empathy,empathy,Content,NOUN
30,30Bw03,provides,provides,Content,VERB
30,30Bw04,the,the,Function,DET
30,30Bw05,best,best,Content,ADJ
30,30Bw06,guide,guide,Content,NOUN
30,30Bw07,to,to,Function,ADP
30,30Bw08,moral,moral,Content,ADJ
30,30Bw09,action,action.,Content,NOUN
31,31Aw01,Story,Story,Content,NOUN
31,31Aw02,creates,creates,Content,VERB
31,31Aw03,culture,culture.,Content,NOUN
31,31Bw01,It,It,Function,PRON
31,31Bw02,teaches,teaches,Content,VERB
31,31Bw03,us,us,Function,PRON
31,31Bw04,to,to,Function,PART
31,31Bw05,feel,"feel,",Content,VERB
31,31Bw06,think,think,Content,VERB
31,31Bw07,and,and,Function,CCONJ
31,31Bw08,behave,behave,Content,VERB
31,31Bw09,in,in,Function,ADP
31,31Bw10,ways,ways,Content,NOUN
31,31Bw11,generally,generally,Content,ADV
31,31Bw12,approved,approved,Content,VERB
31,31Bw13,of,of,Function,ADP
31,31Bw14,by,by,Function,ADP
31,31Bw15,those,those,Function,PRON
31,31Bw16,around,around,Function,ADP
31,31Bw17,us,us.,Function,PRON
32,32Aw01,Hospitals,Hospitals,Content,NOUN
32,32Aw02,are,are,Content,AUX
32,32Aw03,often,often,Content,ADV
32,32Aw04,thought,thought,Content,VERB
32,32Aw05,of,of,Function,ADP
32,32Aw06,as,as,Function,ADP
32,32Aw07,the,the,Function,DET
32,32Aw08,hubs,hubs,Content,NOUN
32,32Aw09,of,of,Function,ADP
32,32Aw10,our,our,Function,PRON
32,32Aw11,health,health,Content,NOUN
32,32Aw12,care,care,Content,NOUN
32,32Aw13,system,system.,Content,NOUN
32,32Bw01,But,But,Function,CCONJ
32,32Bw02,hospital,hospital,Content,NOUN
32,32Bw03,closings,closings,Content,NOUN
32,32Bw04,are,are,Content,AUX
32,32Bw05,rising,"rising,",Content,VERB
32,32Bw06,particularly,particularly,Content,ADV
32,32Bw07,in,in,Function,ADP
32,32Bw08,some,some,Function,DET
32,32Bw09,types,types,Content,NOUN
32,32Bw10,of,of,Function,ADP
32,32Bw11,communities,communities.,Content,NOUN
33,33Aw01,Two,Two,Function,NUM
33,33Aw02,sexes,sexes,Content,NOUN
33,33Aw03,have,have,Content,AUX
33,33Aw04,never,never,Content,ADV
33,33Aw05,been,been,Content,AUX
33,33Aw06,enough,enough,Content,ADJ
33,33Aw07,to,to,Function,PART
33,33Aw08,describe,describe,Content,VERB
33,33Aw09,human,human,Content,ADJ
33,33Aw10,variety,variety.,Content,NOUN
33,33Bw01,Not,Not,Content,PART
33,33Bw02,in,in,Function,ADP
33,33Bw03,biblical,biblical,Content,ADJ
33,33Bw04,times,times,Content,NOUN
33,33Bw05,and,and,Function,CCONJ
33,33Bw06,not,not,Content,PART
33,33Bw07,now,now.,Content,ADV
34,34Aw01,The,The,Function,DET
34,34Aw02,biggest,biggest,Content,ADJ
34,34Aw03,racial,racial,Content,ADJ
34,34Aw04,preferences,preferences,Content,NOUN
34,34Aw05,in,in,Function,ADP
34,34Aw06,this,this,Function,DET
34,34Aw07,country,country,Content,NOUN
34,34Aw08,have,have,Content,VERB
34,34Aw09,nothing,nothing,Content,PRON
34,34Aw10,to,to,Function,PART
34,34Aw11,do,do,Content,VERB
34,34Aw12,with,with,Function,ADP
34,34Aw13,college,college,Content,NOUN
34,34Aw14,admissions,admissions,Content,NOUN
34,34Aw15,or,or,Function,CCONJ
34,34Aw16,job,job,Content,NOUN
34,34Aw17,offers,offers.,Content,NOUN
34,34Bw01,They,They,Function,PRON
34,34Bw02,have,have,Content,VERB
34,34Bw03,to,to,Function,PART
34,34Bw04,do,do,Content,VERB
34,34Bw05,with,with,Function,ADP
34,34Bw06,political,political,Content,ADJ
34,34Bw07,power,power.,Content,NOUN
35,35Aw01,Businesses,Businesses,Content,NOUN
35,35Aw02,can,can,Function,AUX
35,35Aw03,deliver,deliver,Content,VERB
35,35Aw04,everything,everything,Content,PRON
35,35Aw05,on,on,Function,ADP
35,35Aw06,demand,"demand,",Content,NOUN
35,35Aw07,from,from,Function,ADP
35,35Aw08,dinner,dinner,Content,NOUN
35,35Aw09,to,to,Function,ADP
35,35Aw10,dry,dry,Content,ADJ
35,35Aw11,cleaning,cleaning.,Content,NOUN
35,35Bw01,Some,Some,Function,PRON
35,35Bw02,will,will,Function,AUX
35,35Bw03,even,even,Content,ADV
35,35Bw04,show,show,Content,VERB
35,35Bw05,up,up,Function,ADP
35,35Bw06,at,at,Function,ADP
35,35Bw07,your,your,Function,PRON
35,35Bw08,door,door,Content,NOUN
35,35Bw09,to,to,Function,PART
35,35Bw10,give,give,Content,VERB
35,35Bw11,you,you,Function,PRON
35,35Bw12,cupcakes,cupcakes,Content,NOUN
35,35Bw13,or,or,Function,CCONJ
35,35Bw14,walk,walk,Content,VERB
35,35Bw15,your,your,Function,PRON
35,35Bw16,dog,dog.,Content,NOUN
36,36Aw01,Planning,Planning,Content,VERB
36,36Aw02,for,for,Function,ADP
36,36Aw03,vacation,vacation,Content,NOUN
36,36Aw04,is,is,Content,AUX
36,36Aw05,fun,fun.,Content,ADJ
36,36Bw01,We,We,Function,PRON
36,36Bw02,make,make,Content,VERB
36,36Bw03,lists,lists,Content,NOUN
36,36Bw04,of,of,Function,ADP
36,36Bw05,clothes,clothes,Content,NOUN
36,36Bw06,to,to,Function,PART
36,36Bw07,pack,pack,Content,VERB
36,36Bw08,and,and,Function,CCONJ
36,36Bw09,museums,museums,Content,NOUN
36,36Bw10,to,to,Function,PART
36,36Bw11,visit,"visit,",Content,VERB
36,36Bw12,anticipating,anticipating,Content,VERB
36,36Bw13,the,the,Function,DET
36,36Bw14,relaxation,relaxation,Content,NOUN
36,36Bw15,and,and,Function,CCONJ
36,36Bw16,fun,fun,Content,NOUN
36,36Bw17,to,to,Function,PART
36,36Bw18,come,come.,Content,VERB
37,37Aw01,Certain,Certain,Content,ADJ
37,37Aw02,types,types,Content,NOUN
37,37Aw03,of,of,Function,ADP
37,37Aw04,wine,wine,Content,NOUN
37,37Aw05,seem,seem,Content,VERB
37,37Aw06,incapable,incapable,Content,ADJ
37,37Aw07,of,of,Function,ADP
37,37Aw08,winning,winning,Content,VERB
37,37Aw09,popular,popular,Content,ADJ
37,37Aw10,acceptance,acceptance.,Content,NOUN
37,37Bw01,Riesling,Riesling,Content,PROPN
37,37Bw02,is,is,Content,AUX
37,37Bw03,one,"one,",Function,NUM
37,37Bw04,particularly,particularly,Content,ADV
37,37Bw05,in,in,Function,ADP
37,37Bw06,its,its,Function,PRON
37,37Bw07,moderately,moderately,Content,ADV
37,37Bw08,sweet,sweet,Content,ADJ
37,37Bw09,form,form.,Content,NOUN
38,38Aw01,Bankers,Bankers,Content,NOUN
38,38Aw02,kept,kept,Content,VERB
38,38Aw03,their,their,Function,PRON
38,38Aw04,name,name,Content,NOUN
38,38Aw05,tags,tags,Content,NOUN
38,38Aw06,obscured,obscured,Content,VERB
38,38Aw07,behind,behind,Function,ADP
38,38Aw08,ties,ties.,Content,NOUN
38,38Bw01,Many,Many,Content,ADJ
38,38Bw02,tried,tried,Content,VERB
38,38Bw03,to,to,Function,PART
38,38Bw04,keep,keep,Content,VERB
38,38Bw05,a,a,Function,DET
38,38Bw06,low,low,Content,ADJ
38,38Bw07,profile,profile,Content,NOUN
38,38Bw08,and,and,Function,CCONJ
38,38Bw09,avoided,avoided,Content,VERB
38,38Bw10,talking,talking,Content,VERB
38,38Bw11,to,to,Function,ADP
38,38Bw12,the,the,Function,DET
38,38Bw13,news,news,Content,NOUN
38,38Bw14,media,media.,Content,NOUN
39,39Aw01,Hollywood,Hollywood,Content,PROPN
39,39Aw02,executives,executives,Content,NOUN
39,39Aw03,are,are,Content,AUX
39,39Aw04,not,not,Content,PART
39,39Aw05,so,so,Content,ADV
39,39Aw06,different,different,Content,ADJ
39,39Aw07,from,from,Function,ADP
39,39Aw08,the,the,Function,DET
39,39Aw09,stars,stars,Content,NOUN
39,39Aw10,they,they,Function,PRON
39,39Aw11,employ,employ.,Content,VERB
39,39Bw01,They,They,Function,PRON
39,39Bw02,want,want,Content,VERB
39,39Bw03,to,to,Function,PART
39,39Bw04,be,be,Content,AUX
39,39Bw05,seen,seen,Content,VERB
39,39Bw06,in,in,Function,ADP
39,39Bw07,the,the,Function,DET
39,39Bw08,right,right,Content,ADJ
39,39Bw09,booths,booths,Content,NOUN
39,39Bw10,at,at,Function,ADP
39,39Bw11,the,the,Function,DET
39,39Bw12,right,right,Content,ADJ
39,39Bw13,restaurants,restaurants.,Content,NOUN
40,40Aw01,The,The,Function,PRON
40,40Aw02,more,more,Content,ADV
40,40Aw03,we,we,Function,PRON
40,40Aw04,learn,learn,Content,VERB
40,40Aw05,about,about,Function,ADP
40,40Aw06,how,how,Content,SCONJ
40,40Aw07,people,people,Content,NOUN
40,40Aw08,really,really,Content,ADV
40,40Aw09,think,"think,",Content,VERB
40,40Aw10,the,the,Function,PRON
40,40Aw11,more,more,Content,ADV
40,40Aw12,we,we,Function,PRON
40,40Aw13,must,must,Function,AUX
40,40Aw14,rethink,rethink,Content,VERB
40,40Aw15,economic,economic,Content,ADJ
40,40Aw16,theory,theory.,Content,NOUN
40,40Bw01,Changes,Changes,Content,NOUN
40,40Bw02,in,in,Function,ADP
40,40Bw03,fundamental,fundamental,Content,ADJ
40,40Bw04,beliefs,beliefs,Content,NOUN
40,40Bw05,play,play,Content,VERB
40,40Bw06,a,a,Function,DET
40,40Bw07,major,major,Content,ADJ
40,40Bw08,role,role,Content,NOUN
40,40Bw09,in,in,Function,ADP
40,40Bw10,the,the,Function,DET
40,40Bw11,fluctuations,fluctuations,Content,NOUN
40,40Bw12,of,of,Function,ADP
40,40Bw13,the,the,Function,DET
40,40Bw14,economy,economy.,Content,NOUN
41,41Aw01,History,History,Content,NOUN
41,41Aw02,suggests,suggests,Content,VERB
41,41Aw03,that,that,Function,SCONJ
41,41Aw04,the,the,Function,DET
41,41Aw05,world,world,Content,NOUN
41,41Aw06,is,is,Content,AUX
41,41Aw07,about,about,Function,ADV
41,41Aw08,due,due,Content,ADJ
41,41Aw09,for,for,Function,ADP
41,41Aw10,another,another,Function,DET
41,41Aw11,financial,financial,Content,ADJ
41,41Aw12,crisis,crisis.,Content,NOUN
41,41Bw01,One,One,Function,NUM
41,41Bw02,of,of,Function,ADP
41,41Bw03,the,the,Function,DET
41,41Bw04,places,places,Content,NOUN
41,41Bw05,it,it,Function,PRON
41,41Bw06,might,might,Function,AUX
41,41Bw07,start,"start,",Content,VERB
41,41Bw08,according,according,Content,VERB
41,41Bw09,to,to,Function,ADP
41,41Bw10,a,a,Function,DET
41,41Bw11,growing,growing,Content,VERB
41,41Bw12,number,number,Content,NOUN
41,41Bw13,of,of,Function,ADP
41,41Bw14,indicators,"indicators,",Content,NOUN
41,41Bw15,is,is,Content,AUX
41,41Bw16,Italy,Italy.,Content,PROPN
42,42Aw01,Few,Few,Content,ADJ
42,42Aw02,doubt,doubt,Content,VERB
42,42Aw03,that,that,Function,SCONJ
42,42Aw04,energy,energy,Content,NOUN
42,42Aw05,has,has,Content,AUX
42,42Aw06,improved,improved,Content,VERB
42,42Aw07,lives,lives,Content,NOUN
42,42Aw08,and,and,Function,CCONJ
42,42Aw09,enabled,enabled,Content,VERB
42,42Aw10,human,human,Content,ADJ
42,42Aw11,progress,progress.,Content,NOUN
42,42Bw01,Yet,Yet,Content,CCONJ
42,42Bw02,one,one,Function,NUM
42,42Bw03,of,of,Function,ADP
42,42Bw04,the,the,Function,DET
42,42Bw05,biggest,biggest,Content,ADJ
42,42Bw06,challenges,challenges,Content,NOUN
42,42Bw07,facing,facing,Content,VERB
42,42Bw08,the,the,Function,DET
42,42Bw09,world,world,Content,NOUN
42,42Bw10,is,is,Content,AUX
42,42Bw11,the,the,Function,DET
42,42Bw12,polarized,polarized,Content,VERB
42,42Bw13,debate,debate,Content,NOUN
42,42Bw14,over,over,Function,ADP
42,42Bw15,the,the,Function,DET
42,42Bw16,future,future,Content,NOUN
42,42Bw17,of,of,Function,ADP
42,42Bw18,energy,energy.,Content,NOUN
43,43Aw01,Dance,Dance,Content,NOUN
43,43Aw02,is,is,Content,AUX
43,43Aw03,about,about,Function,ADP
43,43Aw04,change,change.,Content,NOUN
43,43Bw01,The,The,Function,DET
43,43Bw02,body,body,Content,NOUN
43,43Bw03,keeps,keeps,Content,VERB
43,43Bw04,altering,altering,Content,VERB
43,43Bw05,its,its,Function,PRON
43,43Bw06,shape,shape,Content,NOUN
43,43Bw07,while,while,Function,SCONJ
43,43Bw08,we,we,Function,PRON
43,43Bw09,watch,watch,Content,VERB
43,43Bw10,it,it,Function,PRON
43,43Bw11,move,move.,Content,VERB
44,44Aw01,Plants,Plants,Content,NOUN
44,44Aw02,have,have,Content,VERB
44,44Aw03,no,no,Function,DET
44,44Aw04,eyes,"eyes,",Content,NOUN
44,44Aw05,no,no,Function,DET
44,44Aw06,ears,"ears,",Content,NOUN
44,44Aw07,no,no,Function,DET
44,44Aw08,mouth,mouth,Content,NOUN
44,44Aw09,and,and,Function,CCONJ
44,44Aw10,no,no,Function,DET
44,44Aw11,hands,hands.,Content,NOUN
44,44Bw01,They,They,Function,PRON
44,44Bw02,do,do,Content,AUX
44,44Bw03,not,not,Content,PART
44,44Bw04,have,have,Content,VERB
44,44Bw05,a,a,Function,DET
44,44Bw06,brain,brain,Content,NOUN
44,44Bw07,or,or,Function,CCONJ
44,44Bw08,a,a,Function,DET
44,44Bw09,nervous,nervous,Content,ADJ
44,44Bw10,system,system.,Content,NOUN
45,45Aw01,There,There,Content,PRON
45,45Aw02,are,are,Content,VERB
45,45Aw03,many,many,Content,ADV
45,45Aw04,more,more,Content,ADJ
45,45Aw05,gorillas,gorillas,Content,NOUN
45,45Aw06,and,and,Function,CCONJ
45,45Aw07,chimpanzees,chimpanzees,Content,NOUN
45,45Aw08,than,than,Function,SCONJ
45,45Aw09,previously,previously,Content,ADV
45,45Aw10,believed,"believed,",Content,VERB
45,45Aw11,new,new,Content,ADJ
45,45Aw12,research,research,Content,NOUN
45,45Aw13,finds,finds.,Content,VERB
45,45Bw01,Nonetheless,"Nonetheless,",Content,ADV
45,45Bw02,their,their,Function,PRON
45,45Bw03,numbers,numbers,Content,NOUN
45,45Bw04,are,are,Content,AUX
45,45Bw05,rapidly,rapidly,Content,ADV
45,45Bw06,declining,declining.,Content,VERB
46,46Aw01,Forests,Forests,Content,NOUN
46,46Aw02,are,are,Content,AUX
46,46Aw03,disappearing,disappearing.,Content,VERB
46,46Bw01,Maps,Maps,Content,NOUN
46,46Bw02,show,show,Content,VERB
46,46Bw03,shrinking,shrinking,Content,VERB
46,46Bw04,woodlands,woodlands,Content,NOUN
46,46Bw05,all,all,Function,ADV
46,46Bw06,over,over,Function,ADP
46,46Bw07,the,the,Function,DET
46,46Bw08,world,world.,Content,NOUN
47,47Aw01,A,A,Function,DET
47,47Aw02,cowboy,cowboy,Content,NOUN
47,47Aw03,walks,walks,Content,VERB
47,47Aw04,into,into,Function,ADP
47,47Aw05,a,a,Function,DET
47,47Aw06,bar,bar.,Content,NOUN
47,47Bw01,Or,Or,Function,CCONJ
47,47Bw02,more,more,Content,ADV
47,47Bw03,specifically,"specifically,",Content,ADV
47,47Bw04,a,a,Function,DET
47,47Bw05,Nigerian,Nigerian,Content,ADJ
47,47Bw06,immigrant,immigrant,Content,NOUN
47,47Bw07,grad,grad,Content,ADJ
47,47Bw08,student,student,Content,NOUN
47,47Bw09,in,in,Function,ADP
47,47Bw10,a,a,Function,DET
47,47Bw11,cowboy,cowboy,Content,NOUN
47,47Bw12,hat,hat,Content,NOUN
47,47Bw13,walks,walks,Content,VERB
47,47Bw14,into,into,Function,ADP
47,47Bw15,a,a,Function,DET
47,47Bw16,bar,bar,Content,NOUN
47,47Bw17,in,in,Function,ADP
47,47Bw18,Oklahoma,Oklahoma.,Content,PROPN
48,48Aw01,One,One,Function,NUM
48,48Aw02,man,man,Content,NOUN
48,48Aw03,vanished,vanished,Content,VERB
48,48Aw04,diving,diving,Content,VERB
48,48Aw05,at,at,Function,ADP
48,48Aw06,midnight,midnight.,Content,NOUN
48,48Bw01,Another,Another,Function,PRON
48,48Bw02,was,was,Content,AUX
48,48Bw03,attacked,attacked,Content,VERB
48,48Bw04,by,by,Function,ADP
48,48Bw05,a,a,Function,DET
48,48Bw06,great,great,Content,ADJ
48,48Bw07,white,white,Content,ADJ
48,48Bw08,shark,shark,Content,NOUN
48,48Bw09,in,in,Function,ADP
48,48Bw10,deep,deep,Content,ADJ
48,48Bw11,water,water.,Content,NOUN
49,49Aw01,Student,Student,Content,NOUN
49,49Aw02,loans,loans,Content,NOUN
49,49Aw03,are,are,Content,AUX
49,49Aw04,central,central,Content,ADJ
49,49Aw05,to,to,Function,ADP
49,49Aw06,financing,financing,Content,VERB
49,49Aw07,college,college,Content,NOUN
49,49Aw08,educations,"educations,",Content,NOUN
49,49Aw09,yet,yet,Content,CCONJ
49,49Aw10,millions,millions,Content,NOUN
49,49Aw11,of,of,Function,ADP
49,49Aw12,borrowers,borrowers,Content,NOUN
49,49Aw13,are,are,Content,AUX
49,49Aw14,in,in,Function,ADP
49,49Aw15,default,default.,Content,NOUN
49,49Bw01,That,That,Function,PRON
49,49Bw02,is,is,Content,AUX
49,49Bw03,clear,clear,Content,ADJ
49,49Bw04,evidence,evidence,Content,NOUN
49,49Bw05,that,that,Function,SCONJ
49,49Bw06,the,the,Function,DET
49,49Bw07,system,system,Content,NOUN
49,49Bw08,is,is,Content,AUX
49,49Bw09,in,in,Function,ADP
49,49Bw10,dire,dire,Content,ADJ
49,49Bw11,need,need,Content,NOUN
49,49Bw12,of,of,Function,ADP
49,49Bw13,improvement,improvement.,Content,NOUN
50,50Aw01,People,People,Content,NOUN
50,50Aw02,seem,seem,Content,VERB
50,50Aw03,to,to,Function,PART
50,50Aw04,be,be,Content,AUX
50,50Aw05,more,more,Content,ADV
50,50Aw06,worried,worried,Content,ADJ
50,50Aw07,than,than,Function,ADP
50,50Aw08,ever,ever,Content,ADV
50,50Aw09,about,about,Content,ADP
50,50Aw10,stress,stress.,Content,NOUN
50,50Bw01,We,We,Function,PRON
50,50Bw02,hear,hear,Content,VERB
50,50Bw03,that,that,Function,SCONJ
50,50Bw04,stress,stress,Content,NOUN
50,50Bw05,can,can,Function,AUX
50,50Bw06,lead,lead,Content,VERB
50,50Bw07,to,to,Function,ADP
50,50Bw08,everything,everything,Content,PRON
50,50Bw09,from,from,Function,ADP
50,50Bw10,depression,depression,Content,NOUN
50,50Bw11,to,to,Function,ADP
50,50Bw12,cancer,cancer.,Content,NOUN
51,51Aw01,Music,Music,Content,NOUN
51,51Aw02,can,can,Function,AUX
51,51Aw03,transport,transport,Content,VERB
51,51Aw04,us,us,Function,PRON
51,51Aw05,back,back,Content,ADV
51,51Aw06,in,in,Function,ADP
51,51Aw07,time,time,Content,NOUN
51,51Aw08,or,or,Function,CCONJ
51,51Aw09,help,help,Content,VERB
51,51Aw10,usher,usher,Content,VERB
51,51Aw11,in,in,Function,ADP
51,51Aw12,new,new,Content,ADJ
51,51Aw13,ways,ways,Content,NOUN
51,51Aw14,of,of,Function,ADP
51,51Aw15,thinking,thinking.,Content,NOUN
51,51Bw01,It,It,Function,PRON
51,51Bw02,can,can,Function,AUX
51,51Bw03,capture,capture,Content,VERB
51,51Bw04,a,a,Function,DET
51,51Bw05,historical,historical,Content,ADJ
51,51Bw06,moment,moment,Content,NOUN
51,51Bw07,or,or,Function,CCONJ
51,51Bw08,offer,offer,Content,VERB
51,51Bw09,an,an,Function,DET
51,51Bw10,escape,escape,Content,NOUN
51,51Bw11,from,from,Function,ADP
51,51Bw12,the,the,Function,DET
51,51Bw13,world,world,Content,NOUN
51,51Bw14,around,around,Function,ADP
51,51Bw15,us,us.,Function,PRON
52,52Aw01,The,The,Function,DET
52,52Aw02,laws,laws,Content,NOUN
52,52Aw03,that,that,Function,PRON
52,52Aw04,authorize,authorize,Content,VERB
52,52Aw05,medical,medical,Content,ADJ
52,52Aw06,aid,aid,Content,NOUN
52,52Aw07,in,in,Function,ADP
52,52Aw08,dying,dying,Content,VERB
52,52Aw09,have,have,Content,AUX
52,52Aw10,worked,worked,Content,VERB
52,52Aw11,exactly,exactly,Content,ADV
52,52Aw12,as,as,Function,SCONJ
52,52Aw13,intended,"intended,",Content,VERB
52,52Aw14,the,the,Function,DET
52,52Aw15,evidence,evidence,Content,NOUN
52,52Aw16,shows,shows.,Content,VERB
52,52Bw01,They,They,Function,PRON
52,52Bw02,have,have,Content,AUX
52,52Bw03,benefited,benefited,Content,VERB
52,52Bw04,dying,dying,Content,VERB
52,52Bw05,patients,patients,Content,NOUN
52,52Bw06,and,and,Function,CCONJ
52,52Bw07,their,their,Function,PRON
52,52Bw08,families,families,Content,NOUN
52,52Bw09,without,without,Function,ADP
52,52Bw10,causing,causing,Content,VERB
52,52Bw11,any,any,Function,DET
52,52Bw12,harm,harm,Content,NOUN
52,52Bw13,to,to,Function,ADP
52,52Bw14,anyone,anyone.,Content,PRON
53,53Aw01,Israel,Israel,Content,PROPN
53,53Aw02,cannot,cannot,Function,AUX
53,53Aw03,define,define,Content,VERB
53,53Aw04,a,a,Function,DET
53,53Aw05,Jew,Jew.,Content,PROPN
53,53Bw01,And,And,Function,CCONJ
53,53Bw02,the,the,Function,PRON
53,53Bw03,more,more,Content,ADV
53,53Bw04,it,it,Function,PRON
53,53Bw05,attempts,attempts,Content,VERB
53,53Bw06,to,to,Function,PART
53,53Bw07,do,do,Content,VERB
53,53Bw08,so,"so,",Content,ADV
53,53Bw09,the,the,Function,PRON
53,53Bw10,more,more,Content,ADV
53,53Bw11,obvious,obvious,Content,ADJ
53,53Bw12,that,that,Function,PRON
53,53Bw13,becomes,becomes.,Content,VERB
54,54Aw01,Corporate,Corporate,Content,ADJ
54,54Aw02,tax,tax,Content,NOUN
54,54Aw03,cuts,cuts,Content,NOUN
54,54Aw04,will,will,Function,AUX
54,54Aw05,put,put,Content,VERB
54,54Aw06,billions,billions,Content,NOUN
54,54Aw07,of,of,Function,ADP
54,54Aw08,dollars,dollars,Content,NOUN
54,54Aw09,back,back,Content,ADV
54,54Aw10,in,in,Function,ADP
54,54Aw11,the,the,Function,DET
54,54Aw12,hands,hands,Content,NOUN
54,54Aw13,of,of,Function,ADP
54,54Aw14,businesses,businesses,Content,NOUN
54,54Aw15,this,this,Function,DET
54,54Aw16,year,year.,Content,NOUN
54,54Bw01,Naturally,"Naturally,",Content,ADV
54,54Bw02,people,people,Content,NOUN
54,54Bw03,want,want,Content,VERB
54,54Bw04,to,to,Function,PART
54,54Bw05,know,know,Content,VERB
54,54Bw06,how,how,Content,SCONJ
54,54Bw07,those,those,Function,DET
54,54Bw08,businesses,businesses,Content,NOUN
54,54Bw09,will,will,Function,AUX
54,54Bw10,spend,spend,Content,VERB
54,54Bw11,it,it.,Function,PRON
55,55Aw01,Florida,"Florida,",Content,PROPN
55,55Aw02,it,it,Function,PRON
55,55Aw03,seems,"seems,",Content,VERB
55,55Aw04,has,has,Content,AUX
55,55Aw05,always,always,Content,ADV
55,55Aw06,been,been,Content,AUX
55,55Aw07,a,a,Function,DET
55,55Aw08,popular,popular,Content,ADJ
55,55Aw09,destination,destination.,Content,NOUN
55,55Bw01,Even,Even,Content,ADV
55,55Bw02,the,the,Function,DET
55,55Bw03,first,first,Content,ADJ
55,55Bw04,known,known,Content,VERB
55,55Bw05,Americans,Americans,Content,PROPN
55,55Bw06,gravitated,gravitated,Content,VERB
55,55Bw07,to,to,Function,ADP
55,55Bw08,the,the,Function,DET
55,55Bw09,state,state.,Content,NOUN
56,56Aw01,When,When,Content,SCONJ
56,56Aw02,early,early,Content,ADJ
56,56Aw03,humans,humans,Content,NOUN
56,56Aw04,discovered,discovered,Content,VERB
56,56Aw05,how,how,Content,SCONJ
56,56Aw06,to,to,Function,PART
56,56Aw07,build,build,Content,VERB
56,56Aw08,fires,"fires,",Content,NOUN
56,56Aw09,life,life,Content,NOUN
56,56Aw10,became,became,Content,VERB
56,56Aw11,much,much,Content,ADV
56,56Aw12,easier,easier,Content,ADJ
56,56Aw13,in,in,Function,ADP
56,56Aw14,many,many,Content,ADJ
56,56Aw15,regards,regards.,Content,NOUN
56,56Bw01,They,They,Function,PRON
56,56Bw02,huddled,huddled,Content,VERB
56,56Bw03,around,around,Function,ADP
56,56Bw04,fire,fire,Content,NOUN
56,56Bw05,for,for,Function,ADP
56,56Bw06,warmth,"warmth,",Content,NOUN
56,56Bw07,light,light,Content,NOUN
56,56Bw08,and,and,Function,CCONJ
56,56Bw09,protection,protection.,Content,NOUN
57,57Aw01,For,For,Function,ADP
57,57Aw02,most,most,Content,ADJ
57,57Aw03,of,of,Function,ADP
57,57Aw04,human,human,Content,ADJ
57,57Aw05,history,"history,",Content,NOUN
57,57Aw06,nobody,nobody,Content,PRON
57,57Aw07,ate,ate,Content,VERB
57,57Aw08,a,a,Function,DET
57,57Aw09,vegetable,vegetable,Content,NOUN
57,57Aw10,for,for,Function,ADP
57,57Aw11,pleasure,pleasure.,Content,NOUN
57,57Bw01,After,After,Function,ADV
57,57Bw02,all,"all,",Function,PRON
57,57Bw03,vegetables,vegetables,Content,NOUN
57,57Bw04,have,have,Content,VERB
57,57Bw05,no,no,Function,DET
57,57Bw06,evolutionary,evolutionary,Content,ADJ
57,57Bw07,imperative,imperative,Content,NOUN
57,57Bw08,to,to,Function,PART
57,57Bw09,be,be,Content,AUX
57,57Bw10,delicious,delicious.,Content,ADJ
58,58Aw01,Animals,Animals,Content,NOUN
58,58Aw02,around,around,Function,ADP
58,58Aw03,the,the,Function,DET
58,58Aw04,world,world,Content,NOUN
58,58Aw05,are,are,Content,AUX
58,58Aw06,on,on,Function,ADP
58,58Aw07,the,the,Function,DET
58,58Aw08,move,move.,Content,NOUN
58,58Bw01,So,So,Content,ADV
58,58Bw02,are,are,Content,AUX
58,58Bw03,their,their,Function,PRON
58,58Bw04,parasites,parasites.,Content,NOUN
59,59Aw01,Gifts,Gifts,Content,NOUN
59,59Aw02,are,are,Content,AUX
59,59Aw03,often,often,Content,ADV
59,59Aw04,left,left,Content,VERB
59,59Aw05,on,on,Function,ADP
59,59Aw06,front,front,Content,ADJ
59,59Aw07,row,row,Content,NOUN
59,59Aw08,seats,seats,Content,NOUN
59,59Aw09,at,at,Function,ADP
59,59Aw10,fashion,fashion,Content,NOUN
59,59Aw11,shows,shows,Content,NOUN
59,59Aw12,for,for,Function,ADP
59,59Aw13,guests,guests.,Content,NOUN
59,59Bw01,Rarely,"Rarely,",Content,ADV
59,59Bw02,however,"however,",Content,ADV
59,59Bw03,are,are,Content,AUX
59,59Bw04,they,they,Function,PRON
59,59Bw05,placed,placed,Content,VERB
59,59Bw06,on,on,Function,ADP
59,59Bw07,every,every,Function,DET
59,59Bw08,seat,seat.,Content,NOUN
60,60Aw01,Trying,Trying,Content,VERB
60,60Aw02,to,to,Function,PART
60,60Aw03,figure,figure,Content,VERB
60,60Aw04,out,out,Function,ADP
60,60Aw05,why,why,Content,SCONJ
60,60Aw06,humans,humans,Content,NOUN
60,60Aw07,cry,cry,Content,VERB
60,60Aw08,is,is,Content,AUX
60,60Aw09,exhausting,exhausting.,Content,ADJ
60,60Bw01,We,We,Function,PRON
60,60Bw02,cry,cry,Content,VERB
60,60Bw03,about,about,Function,ADP
