Passage,NewID,WordNoPunctuation,WordWithPunctuation,WordClass,PartOfSpeech,surprisal
18,18Aw04,cancer,cancer,Content,NOUN,1.1081221103668213
18,18Aw05,drugs,drugs,Content,NOUN,4.83293342590332
18,18Aw06,come,come,Content,VERB,3.51560115814209
18,18Aw07,to,to,Function,ADP,1.9972002506256104
18,18Aw08,market,"market,",Content,NOUN,0.7438383400440216
18,18Aw09,there,there,Content,PRON,2.6581907272338867
18,18Aw10,is,is,Content,VERB,2.3603827953338623
18,18Aw11,little,little,Content,ADJ,3.679184913635254
18,18Aw12,data,data,Content,NOUN,6.757192134857178
18,18Aw13,to,to,Function,PART,1.2508881092071533
18,18Aw14,indicate,indicate,Content,VERB,3.0661582946777344
18,18Aw15,whether,whether,Function,SCONJ,2.050584077835083
18,18Aw16,they,they,Function,PRON,0.8331394195556641
18,18Aw17,are,are,Content,AUX,2.075265407562256
18,18Aw18,safe,safe,Content,ADJ,1.5318020582199097
18,18Aw19,or,or,Function,CCONJ,1.0671087503433228
18,18Aw20,effective,effective,Content,ADJ,0.5567927956581116
18,18Aw21,in,in,Function,ADP,3.135850429534912
18,18Aw22,men,men.,Content,NOUN,7.577622175216675
18,18Bw01,Some,Some,Function,DET,4.450228691101074
18,18Bw02,new,new,Content,ADJ,4.40012788772583
18,18Bw03,drugs,drugs,Content,NOUN,1.0640623569488525
18,18Bw04,are,are,Content,AUX,1.6691261529922485
18,18Bw05,approved,approved,Content,VERB,5.090390205383301
18,18Bw06,only,only,Content,ADV,2.7703418731689453
18,18Bw07,for,for,Function,ADP,0.7237902879714966
18,18Bw08,women,women.,Content,NOUN,3.3950469493865967
19,19Aw01,Polio,Polio,Content,PROPN,13.1359224319458
19,19Aw02,is,is,Content,AUX,1.7771607637405396
19,19Aw03,an,an,Function,DET,2.9053549766540527
19,19Aw04,infectious,infectious,Content,ADJ,1.207688808441162
19,19Aw05,disease,disease,Content,NOUN,0.7238624095916748
19,19Aw06,that,that,Function,PRON,0.649725079536438
19,19Aw07,can,can,Function,AUX,1.8374924659729004
19,19Aw08,spread,spread,Content,VERB,2.970769166946411
19,19Aw09,rapidly,rapidly,Content,ADV,2.593198537826538
19,19Aw10,and,and,Function,CCONJ,2.066016674041748
19,19Aw11,mainly,mainly,Content,ADV,9.399650573730469
19,19Aw12,affects,affects,Content,VERB,6.414366245269775
19,19Aw13,young,young,Content,ADJ,2.207136631011963
19,19Aw14,children,children.,Content,NOUN,1.2332044839859009
19,19Bw01,It,It,Function,PRON,1.8337442874908447
19,19Bw02,can,can,Function,AUX,2.153787136077881
19,19Bw03,cause,cause,Content,VERB,1.9085983037948608
19,19Bw04,muscle,muscle,Content,NOUN,5.573764324188232
19,19Bw05,weakness,"weakness,",Content,NOUN,2.9996405243873596
19,19Bw06,paralysis,paralysis,Content,NOUN,3.384925603866577
19,19Bw07,and,"and,",Function,CCONJ,5.846176266670227
19,19Bw08,on,on,Function,ADP,5.115588665008545
19,19Bw09,rare,rare,Content,ADJ,0.6619154810905457
19,19Bw10,occasions,"occasions,",Content,NOUN,0.04062894871458411
19,19Bw11,it,it,Function,PRON,7.248950958251953
19,19Bw12,can,can,Function,AUX,0.17643313109874725
19,19Bw13,be,be,Content,AUX,1.9940917491912842
19,19Bw14,fatal,fatal.,Content,ADJ,0.3454497531056404
20,20Aw01,In,In,Function,ADP,3.957172393798828
20,20Aw02,general,"general,",Content,ADJ,6.691864639520645
20,20Aw03,mammalian,mammalian,Content,ADJ,11.267645835876465
20,20Aw04,hearts,hearts,Content,NOUN,6.824967384338379
20,20Aw05,are,are,Content,AUX,0.7677252292633057
20,20Aw06,quite,quite,Content,ADV,4.8864030838012695
20,20Aw07,malleable,malleable.,Content,ADJ,7.9415975022129714
20,20Bw01,They,They,Function,PRON,1.6722549200057983
20,20Bw02,change,change,Content,VERB,7.548078536987305
20,20Bw03,in,in,Function,ADP,3.3158905506134033
20,20Bw04,response,response,Content,NOUN,3.5448217391967773
20,20Bw05,to,to,Function,ADP,0.016311638057231903
20,20Bw06,the,the,Function,DET,3.221302032470703
20,20Bw07,demands,demands,Content,NOUN,5.335936546325684
20,20Bw08,placed,placed,Content,VERB,5.974533557891846
20,20Bw09,on,on,Function,ADP,0.3758412003517151
20,20Bw10,them,them.,Function,PRON,1.9981541112065315
21,21Aw01,A,A,Function,DET,3.157076835632324
21,21Aw02,number,number,Content,NOUN,5.604046821594238
21,21Aw03,of,of,Function,ADP,2.0503786799963564e-05
21,21Aw04,countries,"countries,",Content,NOUN,7.623322486877441
21,21Aw05,including,including,Content,VERB,0.253211110830307
21,21Aw06,Australia,Australia,Content,PROPN,2.5613484382629395
21,21Aw07,and,and,Function,CCONJ,1.5299490690231323
21,21Aw08,Germany,"Germany,",Content,PROPN,4.262608263641596
21,21Aw09,have,have,Content,AUX,0.4940353333950043
21,21Aw10,started,started,Content,VERB,4.750901222229004
21,21Aw11,requiring,requiring,Content,VERB,5.1609344482421875
21,21Aw12,companies,companies,Content,NOUN,4.173271179199219
21,21Aw13,to,to,Function,PART,0.26051175594329834
21,21Aw14,report,report,Content,VERB,3.169224977493286
21,21Aw15,their,their,Function,PRON,2.0008835792541504
21,21Aw16,gender,gender,Content,NOUN,6.761175155639648
21,21Aw17,pay,pay,Content,NOUN,3.78798246383667
21,21Aw18,gaps,gaps,Content,NOUN,2.4343578815460205
21,21Aw19,in,in,Function,ADP,2.383594274520874
21,21Aw20,recent,recent,Content,ADJ,5.588747501373291
21,21Aw21,years,years.,Content,NOUN,0.6670331135392189
21,21Bw01,Proponents,Proponents,Content,NOUN,12.357623666524887
21,21Bw02,argue,argue,Content,VERB,2.865553379058838
21,21Bw03,that,that,Function,SCONJ,0.39879685640335083
21,21Bw04,transparency,transparency,Content,NOUN,6.350373268127441
21,21Bw05,can,can,Function,AUX,3.5382351875305176
21,21Bw06,lead,lead,Content,VERB,3.8173766136169434
21,21Bw07,to,to,Function,ADP,0.07974768429994583
21,21Bw08,improvement,improvement.,Content,NOUN,8.86030650138855
22,22Aw01,An,An,Function,DET,4.916593551635742
22,22Aw02,extensive,extensive,Content,ADJ,6.749495029449463
22,22Aw03,study,study,Content,NOUN,2.698612689971924
22,22Aw04,confirms,confirms,Content,VERB,6.670069694519043
22,22Aw05,that,that,Function,SCONJ,0.5481334924697876
22,22Aw06,red,red,Content,ADJ,7.0126495361328125
22,22Aw07,meat,meat,Content,NOUN,1.8975627422332764
22,22Aw08,might,might,Function,AUX,7.397824287414551
22,22Aw09,not,not,Content,PART,2.650935649871826
22,22Aw10,be,be,Content,AUX,0.45617276430130005
22,22Aw11,that,that,Function,ADV,5.7147111892700195
22,22Aw12,bad,bad,Content,ADJ,0.8213430047035217
22,22Aw13,for,for,Function,ADP,0.9748061895370483
22,22Aw14,you,you.,Function,PRON,1.4816340804100037
22,22Bw01,But,But,Function,CCONJ,4.421380043029785
22,22Bw02,it,it,Function,PRON,2.380634307861328
22,22Bw03,is,is,Content,AUX,3.2826943397521973
22,22Bw04,bad,bad,Content,ADJ,4.4270734786987305
22,22Bw05,for,for,Function,ADP,0.09222736209630966
22,22Bw06,the,the,Function,DET,2.2998695373535156
22,22Bw07,planet,"planet,",Content,NOUN,4.736333131790161
22,22Bw08,with,with,Function,SCONJ,4.443527698516846
22,22Bw09,chicken,chicken,Content,NOUN,9.385652542114258
22,22Bw10,and,and,Function,CCONJ,1.6342443227767944
22,22Bw11,pork,pork,Content,NOUN,1.8013736009597778
22,22Bw12,less,less,Content,ADV,7.846844673156738
22,22Bw13,harmful,harmful,Content,ADJ,3.5437846183776855
22,22Bw14,than,than,Function,ADP,0.7350800633430481
22,22Bw15,beef,beef.,Content,NOUN,2.8187029361724854
23,23Aw01,The,The,Function,DET,3.278104066848755
23,23Aw02,caterpillar,caterpillar,Content,NOUN,12.458512246608734
23,23Aw03,of,of,Function,ADP,3.4906277656555176
23,23Aw04,the,the,Function,DET,1.057856798171997
23,23Aw05,monarch,monarch,Content,NOUN,6.818522930145264
23,23Aw06,butterfly,butterfly,Content,NOUN,0.1525733917951584
23,23Aw07,eats,eats,Content,VERB,7.890652179718018
23,23Aw08,only,only,Content,ADV,4.8777008056640625
23,23Aw09,milkweed,"milkweed,",Content,NOUN,8.079127788543701
23,23Aw10,a,a,Function,DET,2.289640426635742
23,23Aw11,poisonous,poisonous,Content,ADJ,5.136517524719238
23,23Aw12,plant,plant,Content,NOUN,1.9902056455612183
23,23Aw13,that,that,Function,PRON,0.9611863493919373
23,23Aw14,should,should,Function,AUX,7.52092170715332
23,23Aw15,kill,kill,Content,VERB,3.4094510078430176
23,23Aw16,it,it.,Function,PRON,3.4432893991470337
23,23Bw01,The,The,Function,DET,2.3155417442321777
23,23Bw02,caterpillars,caterpillars,Content,NOUN,2.0543186306022108
23,23Bw03,thrive,thrive,Content,VERB,6.70771598815918
23,23Bw04,on,on,Function,ADP,0.8760541677474976
23,23Bw05,the,the,Function,DET,2.259291172027588
23,23Bw06,plant,"plant,",Content,NOUN,6.596277713775635
23,23Bw07,even,even,Content,ADV,5.186295509338379
23,23Bw08,storing,storing,Content,VERB,9.569770812988281
23,23Bw09,its,its,Function,PRON,2.793196439743042
23,23Bw10,toxins,toxins,Content,NOUN,5.873573303222656
23,23Bw11,in,in,Function,ADP,0.8560684323310852
23,23Bw12,their,their,Function,PRON,1.3423057794570923
23,23Bw13,bodies,bodies,Content,NOUN,2.1054129600524902
23,23Bw14,as,as,Function,ADP,4.532186031341553
23,23Bw15,a,a,Function,DET,2.034404754638672
23,23Bw16,defense,defense,Content,NOUN,3.0303761959075928
23,23Bw17,against,against,Function,ADP,1.09572172164917
23,23Bw18,hungry,hungry,Content,ADJ,6.791958808898926
23,23Bw19,birds,birds.,Content,NOUN,4.218779802322388
24,24Aw01,A,A,Function,DET,3.1747329235076904
24,24Aw02,decline,decline,Content,NOUN,10.382017135620117
24,24Aw03,in,in,Function,ADP,0.083995021879673
24,24Aw04,income,income,Content,NOUN,5.960594177246094
24,24Aw05,in,in,Function,ADP,4.083963871002197
24,24Aw06,young,young,Content,ADJ,7.341416358947754
24,24Aw07,adulthood,adulthood,Content,NOUN,4.045968055725098
24,24Aw08,may,may,Function,AUX,2.5987579822540283
24,24Aw09,lead,lead,Content,VERB,3.352639675140381
24,24Aw10,to,to,Function,ADP,0.0640379935503006
24,24Aw11,poorer,poorer,Content,ADJ,3.109006404876709
24,24Aw12,cognitive,cognitive,Content,ADJ,3.286991596221924
24,24Aw13,ability,ability,Content,NOUN,3.07887601852417
24,24Aw14,in,in,Function,ADP,2.147153854370117
24,24Aw15,middle,middle,Content,ADJ,4.47006368637085
24,24Aw16,age,age.,Content,NOUN,4.685505151748657
24,24Bw01,Income,Income,Content,NOUN,8.943034172058105
24,24Bw02,reductions,reductions,Content,NOUN,8.928988456726074
24,24Bw03,are,are,Content,AUX,2.486870765686035
24,24Bw04,also,also,Content,ADV,3.4156973361968994
24,24Bw05,linked,linked,Content,VERB,2.924102783203125
24,24Bw06,to,to,Function,ADP,0.144813671708107
24,24Bw07,changes,changes,Content,NOUN,4.494231224060059
24,24Bw08,in,in,Function,ADP,0.010895876213908195
24,24Bw09,brain,brain,Content,NOUN,2.766108989715576
24,24Bw10,structure,structure,Content,NOUN,1.8251893520355225
24,24Bw11,that,that,Function,PRON,3.1997432708740234
24,24Bw12,suggest,suggest,Content,VERB,6.615268707275391
24,24Bw13,premature,premature,Content,ADJ,8.407256126403809
24,24Bw14,aging,"aging,",Content,NOUN,2.0283477008342743
24,24Bw15,researchers,researchers,Content,NOUN,3.893801689147949
24,24Bw16,report,report.,Content,VERB,1.6997451186180115
25,25Aw01,Many,Many,Content,ADJ,6.469726085662842
25,25Aw02,patients,patients,Content,NOUN,7.23713493347168
25,25Aw03,with,with,Function,ADP,1.595422625541687
25,25Aw04,the,the,Function,DET,4.789289474487305
25,25Aw05,mysterious,mysterious,Content,ADJ,8.105541229248047
25,25Aw06,illness,illness,Content,NOUN,2.852107524871826
25,25Aw07,have,have,Content,AUX,1.7910661697387695
25,25Aw08,wound,wound,Content,VERB,9.427704811096191
25,25Aw09,up,up,Function,ADP,0.3483085334300995
25,25Aw10,hospitalized,hospitalized,Content,VERB,4.855653762817383
25,25Aw11,in,in,Function,ADP,2.7648420333862305
25,25Aw12,intensive,intensive,Content,ADJ,3.3317222595214844
25,25Aw13,care,care,Content,NOUN,0.0040364945307374
25,25Aw14,units,"units,",Content,NOUN,2.629359483718872
25,25Aw15,needing,needing,Content,VERB,7.18061637878418
25,25Aw16,ventilators,ventilators,Content,NOUN,6.855319375172257
25,25Aw17,or,or,Function,CCONJ,2.8081979751586914
25,25Aw18,even,even,Content,ADV,4.268283843994141
25,25Aw19,more,more,Content,ADV,4.789995193481445
25,25Aw20,desperate,desperate,Content,ADJ,6.772186279296875
25,25Aw21,measures,measures,Content,NOUN,1.5274385213851929
25,25Aw22,to,to,Function,PART,1.0935747623443604
25,25Aw23,help,help,Content,VERB,3.6255178451538086
25,25Aw24,them,them,Function,PRON,0.5942909121513367
25,25Aw25,breathe,breathe.,Content,VERB,2.983741909265518
25,25Bw01,Most,Most,Content,ADJ,5.530099868774414
25,25Bw02,are,are,Content,AUX,2.164787769317627
25,25Bw03,young,"young,",Content,ADJ,7.669962644577026
25,25Bw04,male,male,Content,ADJ,5.00632381439209
25,25Bw05,adults,adults,Content,NOUN,6.030824184417725
25,25Bw06,or,or,Function,CCONJ,4.10622501373291
25,25Bw07,even,even,Content,ADV,4.451746463775635
25,25Bw08,teenagers,teenagers.,Content,NOUN,4.285194158554077
26,26Aw01,The,The,Function,DET,2.4725775718688965
26,26Aw02,ground,ground,Content,NOUN,9.283185005187988
26,26Aw03,around,around,Function,ADP,5.801229476928711
26,26Aw04,the,the,Function,DET,0.9534679055213928
26,26Aw05,building,building,Content,NOUN,5.101928234100342
26,26Aw06,slopes,slopes,Content,VERB,10.663678169250488
26,26Aw07,away,away.,Content,ADV,8.099612712860107
26,26Bw01,That,That,Function,PRON,5.119419574737549
26,26Bw02,allows,allows,Content,VERB,8.251169204711914
26,26Bw03,the,the,Function,DET,1.3593122959136963
26,26Bw04,classroom,classroom,Content,NOUN,10.219568252563477
26,26Bw05,windows,windows,Content,NOUN,6.686585903167725
26,26Bw06,to,to,Function,PART,0.13408683240413666
26,26Bw07,be,be,Content,AUX,1.0886536836624146
26,26Bw08,low,low,Content,ADJ,7.732381820678711
26,26Bw09,enough,enough,Content,ADV,1.6751632690429688
26,26Bw10,for,for,Function,SCONJ,2.038889169692993
26,26Bw11,children,children,Content,NOUN,3.6067376136779785
26,26Bw12,to,to,Function,PART,0.4354182481765747
26,26Bw13,see,see,Content,VERB,0.917192816734314
26,26Bw14,out,out,Function,ADP,5.596329212188721
26,26Bw15,while,while,Function,SCONJ,6.957366943359375
26,26Bw16,still,still,Content,ADV,4.101076126098633
26,26Bw17,being,being,Content,AUX,2.8381385803222656
26,26Bw18,high,high,Content,ADV,7.203112602233887
26,26Bw19,above,above,Function,ADP,3.7721409797668457
26,26Bw20,the,the,Function,DET,0.4286191165447235
26,26Bw21,ground,ground.,Content,NOUN,1.100318193435669
27,27Aw01,A,A,Function,DET,3.216393232345581
27,27Aw02,surge,surge,Content,NOUN,9.298263549804688
27,27Aw03,of,of,Function,ADP,1.2596089839935303
27,27Aw04,oil,oil,Content,NOUN,6.570838928222656
27,27Aw05,production,production,Content,NOUN,3.0041184425354004
27,27Aw06,is,is,Content,AUX,2.1268961429595947
27,27Aw07,coming,"coming,",Content,VERB,9.055176734924316
27,27Aw08,whether,whether,Function,SCONJ,7.737998008728027
27,27Aw09,the,the,Function,DET,3.7052488327026367
27,27Aw10,world,world,Content,NOUN,3.379646062850952
27,27Aw11,needs,needs,Content,VERB,4.174914836883545
27,27Aw12,it,it,Function,PRON,0.0724651888012886
27,27Aw13,or,or,Function,CCONJ,0.049338217824697495
27,27Aw14,not,not.,Content,PART,0.5353315379470587
27,27Bw01,The,The,Function,DET,2.2964625358581543
27,27Bw02,flood,flood,Content,NOUN,8.80181884765625
27,27Bw03,of,of,Function,ADP,0.39051851630210876
27,27Bw04,crude,crude,Content,NOUN,3.767249345779419
27,27Bw05,will,will,Function,AUX,4.243797779083252
27,27Bw06,arrive,arrive,Content,VERB,5.439813137054443
27,27Bw07,even,even,Content,ADV,6.506958961486816
27,27Bw08,as,as,Function,SCONJ,2.2707438468933105
27,27Bw09,concerns,concerns,Content,NOUN,7.72653865814209
27,27Bw10,about,about,Function,ADP,1.2344003915786743
27,27Bw11,climate,climate,Content,NOUN,1.8393911123275757
27,27Bw12,change,change,Content,NOUN,0.02289760671555996
27,27Bw13,are,are,Content,AUX,1.9600259065628052
27,27Bw14,growing,growing,Content,VERB,2.040964365005493
27,27Bw15,and,and,Function,CCONJ,3.5861122608184814
27,27Bw16,worldwide,worldwide,Content,ADJ,8.331607818603516
27,27Bw17,oil,oil,Content,NOUN,1.8446534872055054
27,27Bw18,demand,demand,Content,NOUN,1.596679449081421
27,27Bw19,is,is,Content,AUX,0.6156025528907776
27,27Bw20,slowing,slowing.,Content,VERB,4.121821463108063
28,28Aw01,Farmers,Farmers,Content,NOUN,10.627719342708588
28,28Aw02,and,and,Function,CCONJ,2.736823320388794
28,28Aw03,plant,plant,Content,NOUN,7.391298770904541
28,28Aw04,breeders,breeders,Content,NOUN,1.786705422506202
28,28Aw05,are,are,Content,AUX,1.5330965518951416
28,28Aw06,in,in,Function,ADP,4.274106025695801
28,28Aw07,a,a,Function,DET,1.34930419921875
28,28Aw08,race,race,Content,NOUN,3.770301342010498
28,28Aw09,against,against,Function,ADP,2.3145205974578857
28,28Aw10,time,time.,Content,NOUN,4.044095017015934
28,28Bw01,The,The,Function,DET,2.312487840652466
28,28Bw02,world,world,Content,NOUN,4.36952018737793
28,28Bw03,population,population,Content,NOUN,6.361427307128906
28,28Bw04,is,is,Content,AUX,1.3136507272720337
28,28Bw05,growing,growing,Content,VERB,1.843614101409912
28,28Bw06,rapidly,"rapidly,",Content,ADV,2.5756754875183105
28,28Bw07,requiring,requiring,Content,VERB,7.14404296875
28,28Bw08,ever,ever,Content,ADV,4.871826171875
28,28Bw09,more,more,Content,ADJ,1.0074875354766846
28,28Bw10,food,"food,",Content,NOUN,5.627067565917969
28,28Bw11,but,but,Function,CCONJ,4.354381561279297
28,28Bw12,the,the,Function,DET,2.0681989192962646
28,28Bw13,amount,amount,Content,NOUN,4.383801460266113
28,28Bw14,of,of,Function,ADP,0.11332528293132782
28,28Bw15,cultivable,cultivable,Content,ADJ,11.64124870300293
28,28Bw16,land,land,Content,NOUN,0.7971952557563782
28,28Bw17,is,is,Content,AUX,1.67661452293396
28,28Bw18,limited,limited.,Content,VERB,3.6287994980812073
29,29Aw01,Two,Two,Function,NUM,6.094552993774414
29,29Aw02,young,young,Content,ADJ,4.482134819030762
29,29Aw03,black,black,Content,ADJ,4.238074779510498
29,29Aw04,women,women,Content,NOUN,2.7749183177948
29,29Aw05,face,face,Content,VERB,6.496546268463135
29,29Aw06,futures,futures,Content,NOUN,10.977883338928223
29,29Aw07,made,made,Content,VERB,7.771259307861328
29,29Aw08,precarious,precarious,Content,ADJ,7.95124626159668
29,29Aw09,by,by,Function,ADP,0.474991112947464
29,29Aw10,sudden,sudden,Content,ADJ,8.709871292114258
29,29Aw11,violence,violence,Content,NOUN,3.898932456970215
29,29Aw12,wrought,wrought,Content,VERB,10.185677528381348
29,29Aw13,by,by,Function,ADP,0.1375257521867752
29,29Aw14,men,men,Content,NOUN,6.400940418243408
29,29Aw15,in,in,Function,ADP,2.32171630859375
29,29Aw16,their,their,Function,PRON,1.8695486783981323
29,29Aw17,lives,lives.,Content,NOUN,4.534060180187225
29,29Bw01,One,One,Function,NUM,3.452155590057373
29,29Bw02,is,is,Content,AUX,1.417419195175171
29,29Bw03,a,a,Function,DET,1.6131168603897095
29,29Bw04,shy,shy,Content,ADJ,8.496078491210938
29,29Bw05,Florida,Florida,Content,PROPN,8.723159790039062
29,29Bw06,high,high,Content,ADJ,3.517092704772949
29,29Bw07,schooler,schooler,Content,NOUN,4.267525857314467
29,29Bw08,struggling,struggling,Content,VERB,6.490660667419434
29,29Bw09,to,to,Function,PART,0.4043295085430145
29,29Bw10,find,find,Content,VERB,2.4408116340637207
29,29Bw11,solace,solace,Content,NOUN,6.171156034746673
29,29Bw12,as,as,Function,SCONJ,4.693554401397705
29,29Bw13,her,her,Function,PRON,1.6083338260650635
29,29Bw14,family,family,Content,NOUN,3.0488173961639404
29,29Bw15,tears,tears,Content,VERB,7.941633224487305
29,29Bw16,itself,itself,Function,PRON,3.5285661220550537
29,29Bw17,apart,apart.,Content,ADV,1.599575474858284
30,30Aw01,One,One,Function,NUM,5.204700469970703
30,30Aw02,benefit,benefit,Content,NOUN,9.72472858428955
30,30Aw03,of,of,Function,ADP,0.26318359375
30,30Aw04,discovery,discovery,Content,NOUN,10.673129081726074
30,30Aw05,is,is,Content,AUX,0.7374222874641418
30,30Aw06,that,that,Function,SCONJ,0.796448826789856
30,30Aw07,you,you,Function,PRON,1.7697086334228516
30,30Aw08,get,get,Content,VERB,3.0891621112823486
30,30Aw09,to,to,Function,PART,0.5206840634346008
30,30Aw10,name,name,Content,VERB,7.951310634613037
30,30Aw11,the,the,Function,DET,1.2899360656738281
30,30Aw12,things,things,Content,NOUN,3.553051710128784
30,30Aw13,you,you,Function,PRON,0.3773525357246399
30,30Aw14,discovered,discovered.,Content,VERB,7.163937449455261
30,30Bw01,Astronomy,Astronomy,Content,NOUN,12.044170141220093
30,30Bw02,is,is,Content,AUX,1.3857859373092651
30,30Bw03,blessed,blessed,Content,VERB,9.979366302490234
30,30Bw04,in,in,Function,ADP,4.729114532470703
30,30Bw05,this,this,Function,DET,2.080915927886963
30,30Bw06,regard,regard.,Content,NOUN,4.602117717266083
31,31Aw01,On,On,Function,ADP,5.157350540161133
31,31Aw02,bright,bright,Content,ADJ,11.968396186828613
31,31Aw03,mornings,mornings,Content,NOUN,4.942423343658447
31,31Aw04,in,in,Function,ADP,2.412355661392212
31,31Aw05,the,the,Function,DET,1.836628794670105
31,31Aw06,tropics,"tropics,",Content,NOUN,7.9750272636301816
31,31Aw07,crocodiles,crocodiles,Content,NOUN,10.8046156167984
31,31Aw08,haul,haul,Content,VERB,8.396095275878906
31,31Aw09,themselves,themselves,Function,PRON,4.259754180908203
31,31Aw10,out,out,Function,ADP,2.539588212966919
31,31Aw11,of,of,Function,ADP,0.3682034909725189
31,31Aw12,the,the,Function,DET,0.9678305983543396
31,31Aw13,water,water,Content,NOUN,0.8801250457763672
31,31Aw14,to,to,Function,PART,1.5866742134094238
31,31Aw15,bask,bask,Content,VERB,3.813056468963623
31,31Aw16,in,in,Function,ADP,0.11885926127433777
31,31Aw17,the,the,Function,DET,0.17928479611873627
31,31Aw18,sun,sun.,Content,NOUN,1.9555733799934387
31,31Bw01,Like,Like,Function,ADP,6.063162803649902
31,31Bw02,other,other,Content,ADJ,3.288351535797119
31,31Bw03,reptiles,"reptiles,",Content,NOUN,3.028578281402588
31,31Bw04,they,they,Function,PRON,0.7506815195083618
31,31Bw05,rely,rely,Content,VERB,5.3376240730285645
31,31Bw06,on,on,Function,ADP,0.11613383144140244
31,31Bw07,its,its,Function,PRON,5.605780124664307
31,31Bw08,warmth,warmth,Content,NOUN,3.6544570922851562
31,31Bw09,to,to,Function,PART,0.7985037565231323
31,31Bw10,help,help,Content,VERB,3.9196979999542236
31,31Bw11,fuel,fuel,Content,VERB,8.046844482421875
31,31Bw12,their,their,Function,PRON,0.26460030674934387
31,31Bw13,metabolisms,metabolisms.,Content,NOUN,9.36280357837677
32,32Aw01,Elephants,Elephants,Content,NOUN,12.481848327443004
32,32Aw02,keep,keep,Content,AUX,6.644222259521484
32,32Aw03,surprising,surprising,Content,VERB,8.900941848754883
32,32Aw04,us,us.,Function,PRON,3.875949740409851
32,32Bw01,They,They,Function,PRON,1.5766074657440186
32,32Bw02,live,live,Content,VERB,5.446010589599609
32,32Bw03,complex,complex,Content,ADJ,10.088587760925293
32,32Bw04,social,social,Content,ADJ,5.670886993408203
32,32Bw05,lives,"lives,",Content,NOUN,1.7867951095104218
32,32Bw06,cooperate,"cooperate,",Content,VERB,10.6926908493042
32,32Bw07,show,show,Content,VERB,7.011883735656738
32,32Bw08,altruism,altruism,Content,NOUN,8.339286535978317
32,32Bw09,and,and,Function,CCONJ,1.146195650100708
32,32Bw10,grieve,grieve,Content,VERB,8.083921074867249
32,32Bw11,their,their,Function,PRON,4.706899166107178
32,32Bw12,dead,dead.,Content,NOUN,4.725684225559235
33,33Aw01,The,The,Function,DET,2.470254898071289
33,33Aw02,overwhelming,overwhelming,Content,ADJ,9.371011734008789
33,33Aw03,majority,majority,Content,NOUN,0.384605348110199
33,33Aw04,of,of,Function,ADP,0.02264847606420517
33,33Aw05,snails,snails,Content,NOUN,13.23407506942749
33,33Aw06,live,live,Content,VERB,5.234848976135254
33,33Aw07,in,in,Function,ADP,0.5077844262123108
33,33Aw08,shells,shells,Content,NOUN,11.119599342346191
33,33Aw09,that,that,Function,PRON,2.7463836669921875
33,33Aw10,coil,coil,Content,VERB,12.64294719696045
33,33Aw11,to,to,Function,ADP,3.829134464263916
33,33Aw12,the,the,Function,DET,1.0246928930282593
33,33Aw13,right,right.,Content,NOUN,9.851870059967041
33,33Bw01,But,But,Function,CCONJ,3.7407500743865967
33,33Bw02,occasionally,occasionally,Content,ADV,8.142675399780273
33,33Bw03,some,some,Function,PRON,4.368879318237305
33,33Bw04,are,are,Content,AUX,3.215623378753662
33,33Bw05,born,born,Content,VERB,5.751260757446289
33,33Bw06,with,with,Function,ADP,0.8627506494522095
33,33Bw07,shells,shells,Content,NOUN,4.215377330780029
33,33Bw08,that,that,Function,PRON,0.5838385224342346
33,33Bw09,turn,turn,Content,VERB,4.282205581665039
33,33Bw10,the,the,Function,DET,4.2921342849731445
33,33Bw11,other,other,Content,ADJ,2.5578527450561523
33,33Bw12,way,way.,Content,NOUN,1.3932327032089233
34,34Aw01,To,To,Function,PART,6.1614909172058105
34,34Aw02,visit,visit,Content,VERB,8.24333667755127
34,34Aw03,Venezuela,Venezuela,Content,PROPN,9.49442195892334
34,34Aw04,today,today,Content,NOUN,5.282231330871582
34,34Aw05,is,is,Content,AUX,4.778481960296631
34,34Aw06,to,to,Function,PART,0.591106653213501
34,34Aw07,see,see,Content,VERB,2.760497808456421
34,34Aw08,how,how,Content,SCONJ,3.5073599815368652
34,34Aw09,misrule,misrule,Content,NOUN,15.084445476531982
34,34Aw10,can,can,Function,AUX,3.846895694732666
34,34Aw11,shatter,shatter,Content,VERB,7.348782539367676
34,34Aw12,a,a,Function,DET,2.0907397270202637
34,34Aw13,country,country.,Content,NOUN,3.806045651435852
34,34Bw01,Years,Years,Content,NOUN,9.516868591308594
34,34Bw02,of,of,Function,ADP,0.7785722017288208
34,34Bw03,corrupt,"corrupt,",Content,ADJ,9.242156505584717
34,34Bw04,incompetent,incompetent,Content,ADJ,3.827676773071289
34,34Bw05,and,and,Function,CCONJ,1.398701786994934
34,34Bw06,autocratic,autocratic,Content,ADJ,5.6954539734870195
34,34Bw07,rule,rule,Content,NOUN,0.8561726808547974
34,34Bw08,have,have,Content,AUX,0.7235468029975891
34,34Bw09,left,left,Content,VERB,1.9946393966674805
34,34Bw10,Venezuelans,Venezuelans,Content,PROPN,3.8882573605515063
34,34Bw11,hungry,hungry,Content,ADJ,5.1061601638793945
34,34Bw12,and,and,Function,CCONJ,1.4496618509292603
34,34Bw13,children,children,Content,NOUN,9.883670806884766
34,34Bw14,dying,dying,Content,VERB,4.1075663566589355
34,34Bw15,for,for,Function,ADP,3.713223457336426
